艦船ID,図鑑番号,艦名,読み,艦種,艦型,ソート順,改装前,改装後,改装Lv,改装弾薬,改装鋼材,改装設計図,カタパルト,戦闘詳報,新型航空兵装資材,改装段階,耐久初期,耐久最大,耐久結婚,耐久改修,火力初期,火力最大,雷装初期,雷装最大,対空初期,対空最大,装甲初期,装甲最大,対潜初期最小,対潜初期最大,対潜最大,対潜185最小,対潜185最大,回避初期最小,回避初期最大,回避最大,回避185最小,回避185最大,索敵初期最小,索敵初期最大,索敵最大,索敵185最小,索敵185最大,運初期,運最大,速力,射程,レア,スロット数,搭載機数1,搭載機数2,搭載機数3,搭載機数4,搭載機数5,初期装備1,初期装備2,初期装備3,初期装備4,初期装備5,建造時間,解体燃料,解体弾薬,解体鋼材,解体ボーキ,改修火力,改修雷装,改修対空,改修装甲,ドロップ文章,図鑑文章,搭載燃料,搭載弾薬,ボイス,リソース名,画像バージョン,ボイスバージョン,母港ボイスバージョン
2068,0,"深海梅棲姫-壊","",2,1,0,0,0,0,0,0,0,0,0,0,0,800,800,800,800,252,252,181,181,167,167,323,323,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,4,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"utsrcuashmry",1,1,1
2069,0,"横浜岸壁棲姫","",7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,5,0,0,4,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"bwkduhpugvro",1,1,1
2070,0,"横浜岸壁棲姫","",7,1,0,0,0,0,0,0,0,0,0,0,0,840,840,840,840,106,106,0,0,65,65,292,292,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,5,0,0,4,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"ixrbnjdqjgxg",1,1,1
2071,0,"横浜岸壁棲姫-壊","",7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,5,0,0,4,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"uozbpqoegidu",1,1,1
2072,0,"横浜岸壁棲姫-壊","",7,1,0,0,0,0,0,0,0,0,0,0,0,840,840,840,840,169,169,0,0,85,85,333,333,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,5,0,0,4,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"krogwwjwgkhg",1,1,1
2073,0,"深海玉棲姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,4,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"hhbtgxrltwnw",1,1,1
2074,0,"深海玉棲姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,830,830,830,830,140,140,160,160,88,88,196,196,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,4,0,0,0,72,0,1623,1623,1622,1621,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"qbdmdxscimqq",1,1,1
2075,0,"深海玉棲姫-壊","",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,4,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"yxlfispjkffn",1,1,1
2076,0,"深海玉棲姫-壊","",2,1,0,0,0,0,0,0,0,0,0,0,0,830,830,830,830,180,180,190,190,108,108,266,266,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,4,0,0,0,0,0,1623,1623,1622,1603,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"jedwjnihgvno",1,1,1
2077,0,"超重爆飛行場姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,0,0,0,4,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"dkuckyymxqpq",1,1,1
2078,0,"超重爆飛行場姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,600,600,600,600,80,80,0,0,110,110,130,130,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,0,0,0,4,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"mdwyjyearejb",1,1,1
2079,0,"超重爆飛行場姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,0,0,0,4,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"yiagjlxvpocu",1,1,1
2080,0,"防空埋護冬姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,3,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"pjsicwmeoyfp",1,1,1
2081,0,"防空埋護冬姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,930,930,930,930,240,240,144,144,244,244,320,320,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,4,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"ohrfahqmbzgu",1,1,1
2082,0,"防空埋護冬姫-壊","",10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,4,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"wbmxcgfgvzbs",1,1,1
2083,0,"防空埋護冬姫-壊","",10,1,0,0,0,0,0,0,0,0,0,0,0,930,930,930,930,280,280,155,155,288,288,380,380,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,4,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"xlsunlutjyie",1,1,1
2084,0,"集積地棲姫III","",10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,0,0,0,4,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"itbrzjqbsyji",1,1,1
2085,0,"集積地棲姫III-壊","",9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,0,0,0,4,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"vdvmydceuczp",1,1,1
2086,0,"集積地棲姫III","",10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,0,0,0,4,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"fwtaftuxmwtg",1,1,1
2087,0,"集積地棲姫III-壊","",9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,0,0,0,4,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"fexxumsnjcon",1,1,1
2088,0,"集積地棲姫III","",10,1,0,0,0,0,0,0,0,0,0,0,0,6000,6000,6000,6000,133,133,128,128,93,93,188,188,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,0,0,0,4,0,0,0,0,0,1565,1565,1562,1562,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"wcafenxppnhv",1,1,1
2089,0,"集積地棲姫III-壊","",9,1,0,0,0,0,0,0,0,0,0,0,0,6000,6000,6000,6000,193,193,148,148,103,103,222,222,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,0,0,0,4,0,0,0,0,0,1579,1553,1553,1580,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"mntnkyyqbgso",1,1,1
2090,0,"重巡ネ級改","",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,4,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"zwrdaudkocyk",1,1,1
2091,0,"飛行場姫(哨戒機配備)","",10,1,0,0,0,0,0,0,0,0,0,0,0,300,300,300,300,40,40,0,0,100,100,120,120,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,0,0,0,4,0,0,0,0,0,1574,1561,1547,1583,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"kqgvosnupyvy",2,1,1
2092,0,"飛行場姫(哨戒機配備)","",10,1,0,0,0,0,0,0,0,0,0,0,0,400,400,400,400,50,50,0,0,110,110,130,130,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,0,0,0,4,0,0,0,0,0,1574,1574,1547,1583,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"bftmzirwflmp",2,1,1
2093,0,"飛行場姫(哨戒機配備)","",10,1,0,0,0,0,0,0,0,0,0,0,0,500,500,500,500,60,60,0,0,120,120,140,140,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,0,0,0,4,0,0,0,0,0,1575,1575,1547,1583,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"feeewkefweni",2,1,1
2094,0,"飛行場姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,300,300,300,300,40,40,0,0,100,100,120,120,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,0,0,0,4,0,0,0,0,0,1625,1625,1625,1625,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"asplaxrigyif",1,1,1
2095,0,"飛行場姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,400,400,400,400,50,50,0,0,110,110,130,130,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,0,0,0,4,0,0,0,0,0,1626,1626,1625,1625,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"kgmajlenkwhv",1,1,1
2096,0,"飛行場姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,500,500,500,500,60,60,0,0,120,120,140,140,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,0,0,0,4,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"skrgcwmcvtrh",1,1,1
2097,0,"外南洋駆逐棲姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,4,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"bdzoymvjssty",1,1,1
2098,0,"外南洋駆逐棲姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,870,870,870,870,177,177,118,118,108,108,262,262,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,4,0,0,0,0,0,1588,1588,1580,1531,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"jdykxuflzhsy",1,1,1
2099,0,"外南洋駆逐棲姫-壊","",10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,4,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"jptfzeyvejkt",1,1,1
2100,0,"外南洋駆逐棲姫-壊","",10,1,0,0,0,0,0,0,0,0,0,0,0,870,870,870,870,188,188,148,148,118,118,292,292,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,4,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"bcloipercvau",1,1,1
2101,0,"軽母ヌ級II","elite",7,1,0,0,0,0,0,0,0,0,0,0,0,73,73,73,73,23,23,0,0,18,18,17,17,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,5,0,0,4,0,0,0,0,0,1547,1574,1574,1583,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"fpnaqkkydcyp",1,1,1
2102,0,"軽母ヌ級II","elite",7,1,0,0,0,0,0,0,0,0,0,0,0,83,83,83,83,33,33,0,0,23,23,37,37,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,5,0,0,4,0,0,0,0,0,1547,1574,1574,1583,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"igprtmoxmzhg",1,1,1
2103,0,"軽母ヌ級II","elite",7,1,0,0,0,0,0,0,0,0,0,0,0,93,93,93,93,43,43,0,0,53,53,67,67,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,5,0,0,4,0,0,0,0,0,1547,1574,1574,1583,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"ppjinumfrexo",1,1,1
2104,0,"軽母ヌ級II","flagship",7,1,0,0,0,0,0,0,0,0,0,0,0,133,133,133,133,53,53,0,0,73,73,97,97,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,5,0,0,4,0,0,0,0,0,1547,1575,1575,1583,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"nyxsucvltfrh",1,1,1
2105,0,"空母棲姫II","",11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,4,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"feedcnnybobv",1,1,1
2106,0,"空母棲姫II","",11,1,0,0,0,0,0,0,0,0,0,0,0,600,600,600,600,198,198,0,0,160,160,228,228,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,4,0,0,0,0,0,1581,1574,1582,1583,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"mjmdtfcephlu",1,1,1
2107,0,"空母棲姫II","",11,1,0,0,0,0,0,0,0,0,0,0,0,720,720,720,720,208,208,0,0,180,180,248,248,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,4,0,0,0,0,0,1581,1574,1582,1583,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"ukyqgklfyhuj",1,1,1
2108,0,"空母棲姫II","",11,1,0,0,0,0,0,0,0,0,0,0,0,790,790,790,790,228,228,0,0,200,200,288,288,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,4,0,0,0,0,0,1581,1575,1582,1583,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"uyihyguhxtge",1,1,1
2109,0,"近代化戦艦棲姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,5,0,0,4,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"uoqusqcsnvbi",1,1,1
2110,0,"近代化戦艦棲姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,960,960,960,960,330,330,98,98,118,118,248,248,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,5,0,0,4,0,0,0,0,0,1592,1592,1531,1580,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"pcyzkneroovs",1,1,1
2111,0,"近代化戦艦棲姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,1060,1060,1060,1060,350,350,118,118,138,138,318,318,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,5,0,0,4,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"ujirsgvvgygo",1,1,1
2112,0,"近代化戦艦棲姫-壊","",10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,5,0,0,4,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"vizbiermvmle",1,1,1
2113,0,"近代化戦艦棲姫-壊","",10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,5,0,0,4,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"ytxdgqftyuhc",1,1,1
2114,0,"近代化戦艦棲姫-壊","",10,1,0,0,0,0,0,0,0,0,0,0,0,1060,1060,1060,1060,380,380,148,148,168,168,348,348,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,5,0,0,4,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"uenqmfokvpjg",1,1,1
2115,0,"空母ヲ級改II","flagship",11,1,0,0,0,0,0,0,0,0,0,0,0,380,380,380,380,66,66,0,0,90,90,120,120,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,5,0,0,0,0,0,1581,1574,1582,1583,1608,0,0,0,0,0,0,0,0,0,"","",0,0,0,"repdtybgassr",1,1,1
2116,0,"空母ヲ級改II","flagship",11,1,0,0,0,0,0,0,0,0,0,0,0,500,500,500,500,88,88,0,0,110,110,160,160,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,5,0,0,0,0,0,1581,1574,1582,1583,1608,0,0,0,0,0,0,0,0,0,"","",0,0,0,"ulpaviimcujd",1,1,1
2117,0,"空母夏姫II","",11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,5,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"xcgkptjwypki",1,1,1
2118,0,"空母夏姫II","",11,1,0,0,0,0,0,0,0,0,0,0,0,890,890,890,890,0,0,0,0,0,0,0,0,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,5,0,0,0,0,0,1581,1582,1583,1574,1608,0,0,0,0,0,0,0,0,0,"","",0,0,0,"jtxtyffkbhfy",1,1,1
2119,0,"空母夏姫II","",11,1,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,248,248,0,0,188,188,229,229,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,5,0,0,0,0,0,1581,1582,1583,1574,1608,0,0,0,0,0,0,0,0,0,"","",0,0,0,"wqcymjovzjxq",1,1,1
2120,0,"高速軽空母水鬼","",7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,5,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"cccnphtbnfgh",1,1,1
2121,0,"高速軽空母水鬼","",7,1,0,0,0,0,0,0,0,0,0,0,0,840,840,840,840,198,198,0,0,130,130,228,228,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,5,0,0,0,0,0,1574,1582,1583,1581,1608,0,0,0,0,0,0,0,0,0,"","",0,0,0,"gabiylddlpfm",1,1,1
2122,0,"高速軽空母水鬼","",7,1,0,0,0,0,0,0,0,0,0,0,0,880,880,880,880,218,218,0,0,160,160,288,288,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,5,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"veghcvibevtq",1,1,1
2123,0,"高速軽空母水鬼-壊","",7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,5,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"yyjkcmdigwwm",1,1,1
2124,0,"高速軽空母水鬼-壊","",7,1,0,0,0,0,0,0,0,0,0,0,0,840,840,840,840,288,288,0,0,180,180,268,268,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,5,0,0,0,0,0,1574,1582,1583,1581,1608,0,0,0,0,0,0,0,0,0,"","",0,0,0,"leocyxkednpa",1,1,1
2125,0,"高速軽空母水鬼-壊","",7,1,0,0,0,0,0,0,0,0,0,0,0,880,880,880,880,318,318,0,0,200,200,328,328,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,5,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"phbstjmumkvk",1,1,1
2126,0,"試作空母姫 バカンスmode","",11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,5,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"bysjjpjxjtqi",1,1,1
2127,0,"試作空母姫 バカンスmode","",11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,5,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"vmiyfrtnxnsq",1,1,1
2128,0,"試作空母姫 バカンスmode","",11,1,0,0,0,0,0,0,0,0,0,0,0,920,920,920,920,240,240,0,0,180,180,277,277,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,5,0,0,0,0,0,1581,1574,1582,1583,1608,0,0,0,0,0,0,0,0,0,"","",0,0,0,"tvlnomubhwgz",1,1,1
2129,0,"試作空母姫 バカンスmode-壊","",11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,5,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"ayfqrmnkmyoy",1,1,1
2130,0,"試作空母姫 バカンスmode-壊","",11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,5,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"bywkngcwcqti",1,1,1
2131,0,"試作空母姫 バカンスmode-壊","",11,1,0,0,0,0,0,0,0,0,0,0,0,920,920,920,920,320,320,0,0,210,210,298,298,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,5,0,0,0,0,0,1581,1574,1582,1583,1608,0,0,0,0,0,0,0,0,0,"","",0,0,0,"pwzjqousptzr",1,1,1
2132,0,"戦艦未完棲姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,5,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"gqjvhfvemoed",1,1,1
2133,0,"戦艦未完棲姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,5,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"shtmqaqtbkal",1,1,1
2134,0,"戦艦未完棲姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,1070,1070,1070,1070,400,400,0,0,190,190,240,240,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,5,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"dfocotkcznie",1,1,1
2135,0,"戦艦未完棲姫-壊","",10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,5,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"qztolwshaljl",1,1,1
2136,0,"戦艦未完棲姫-壊","",10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,5,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"iggjgvngofrp",1,1,1
2137,0,"戦艦未完棲姫-壊","",10,1,0,0,0,0,0,0,0,0,0,0,0,1070,1070,1070,1070,440,440,0,0,230,230,360,360,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,9999,9999,9999,18685,0,0,10,0,0,5,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"htdwvkoxbcbh",1,1,1
